video_id,title,current_view
wetE0O70Kkg,한국에서 가장 맛없는 생선을 요리 해봤습니다,2622582
8i37bZUKzIk,강레오 딸도 너무 잘 먹는다는 양송이버섯 반찬 레시피,851854
Q7EXpZxWXTM,자세히 알려드리는 '단호박 식혜' 레시피!,916040
LYgOCRZ9ZZk,식당보다 더 맛있는 애호박 만드는 법!,1895442
YwFvD3iFs4s,"여름 가지 레시피 1등, 잡채보다 맛있는.. 가지잡채🥇✨",1171222
ChX6YWm3ju4,저녁 대신 가지 이렇게 드세요! 갱년기에 좋은 10분만에 간단하고 맛있는 다이어트 레시피👍,645214
OPBgrOd1maI,마트에서 노각 보이면 바로 집으세요❗️#노각무침 #밥반찬 #간단요리,604873
WWlsIWMgIR4,불 안 쓰고 만드는 1등 김밥 레시피,333377
ee9AUpI04OA,저녁 대신 가지랑 계란을 이렇게 드세요! 갱년기에 좋은 10분만에 간단하고 맛있는 다이어트 레시피👍다이어트 식단,148003
FRExuMY8Xo0,가지나물 고기보다 쫄깃하게 찌는법,395412
IKX5Ls5ex_E,자취생의 뿌링클 풀세트 만드는 법🔥#shorts #뿌링클 #자취요리 #레시피 #집밥,281121
-jmINyCEFdE,[이연복] 사르르 녹는 손님상 필살기! 이연복 매콤 등갈비찜,94586
fYHNscsLhFk,“깻잎 이렇게 양념했더니” 맛있다고 난리가 났어요!,84657
bwhqKIqtpjw,"""진작 이렇게 먹을걸"" 200원으로 이태리 고급 커피 만드는 법 (박태진 바리스타)",85348
yDnFgBVQjQc,똥손도 만드는 초간단 김치 만드는 법 #김치레시피#겉절이#배추겉절이,310705
YSvcuiA--UA,짜파게티 대회1등 레시피!진짜 맛있을까?,165069
p6NISwQGstk,오이 양념 요리중에 이게 최고다!!,139751
Dc4c3GMj6jw,물엿 대신 이걸 넣으세요! 식어도 딱딱해지지 않는 고추장 멸치볶음 맛있게 만드는법,66123
oQIjxo6mkvA,"""잘 익은 묵은지 있으면"" 이렇게 요리해보세요😊",19606
eiBxUV8q2nk,이거 진짜 밥도둑! 염정아 충무김밥 레시피 🌶️ 오징어 어묵무침까지#염정아충무김밥 #충무김밥 #충무김밥레시피 #오징어무침 #어묵무침,130036
mAJ2UKmPd44,"시급 3,890원 때 형이 먹던 황금 레시피",74510
7_ra1yZP4ak,폭신폭신 우유 팬케이크 만드는 법!,100846
k1Ov_tImCPU,누룽지 아직도 후라이팬에 하세유?(초간단 누룽지 만드는법) #생활꿀팁 #꿀팁 #일상팁 #유용한정보 #생활정보,93076
JB8KmKsYNDk,여름 반찬! 제철 부추를 넣은 쫀득쫀득 고추장떡~ 너무 맛있어서 만들자마자 순식간에 사라집니다,24698
F3nlKK_c9yA,속이 꽉 찬 팬케이크 만드는 법,49833
saiAoZ11OKU,고준희가 매일 아침 마신다는 다이어트 버터커피 만드는 법!,44207
DmRGeJCF13U,대가 이연복이 직접 공개한 여름 별미 황금레시피 🍉 #Shorts #cooking #레시피,33817
d5_OzTb_cDs,"우와 이렇게 맛있었다니 ""노각장아찌 만드는법""",41753
JlTDyYBvdqE,매콤한 비빔면 좋아하면 이건 무조건 해보세요,48099
mpt5eC4be4s,닭을 제발 물에 삶지 마세요!,51682
GQySe-dZTwM,정육점에서 버리는 고기로 끓여야 진짜 맛있습니다!,132560
S0iePCrOkzM,음악 없는 쿠키&브라우니 초콜릿 디저트 레시피 모음 | 2시간 베이킹 ASMR | No Music Cookie&Brownie Dessert | 2 hours Baking ASMR,1819
SmqE-76MjIk,꾸덕한 브라우니가 박힌 쫀득한 초콜릿칩 쿠키 만들기 | 브라운 버터 쿠키 | Gooey Chocolate Chip Cookies with Fudgy Brownie Chunks,16657
W13aJuCh_IY,초콜릿을 깨서 만든 미니 티라미수 케이크 만들기 | 노오븐 디저트 | No-Bake Tiramisu Cake Covered in Chocolate Shards Recipe,19674
_vPORRJMT6k,(20) 음악 없는 2시간 케이크 & 디저트 베이킹 ASMR | 수면·공부·휴식 | 2 Hours No Music Baking ASMR | Cake & Dessert Baking,20536
8MGwydlgi8U,노젤라틴 복숭아 우유 푸딩 만들기 | 쉬운 노오븐 컵 디저트 | No-Gelatin Peach Milk Pudding Recipe | Easy No-Bake Cup Dessert,13515
-q9oPmRxINg,"요리 초보도 3분이면 끝, 이연복 채썬 호박전 + 만능 맛간장",4241
YlN5FGcaGsI,하나로 끝내는 궁극의 원팬 닭다리조림 🍗 #shorts  #cooking #레시피,33050
_r8Ns0hWdYc,중식당 불향을 집에서 그대로? 중화불고기 레시피 🔥 #shorts,41436
7gsvEGFr6yE,샐러리가 맛없다는 편견을 깨는 소고기 볶음 🥩 #shorts,20650
rrx8I1CbsP0,계란 덮밥의 판을 바꿔버릴 궁극의 레시피 🍳 #Shorts #레시피 #cooking,57144
CoUx25NRDXI,이 소스 하나로 호박이 고급 레스토랑 요리가 됩니다 🎃 #shorts  #레시피 #cooking,37515
TB4gUfwkWJE,의사들도 몸 챙기려 몰래 먹는다는 샐러드의 정체 🥗 #shorts  #레시피 #cooking  #영양식,27729
Lg9I4E9PDG4,갑작스러운 손님 방문? 5분 만에 끝내는 특급 안주 🍺 #shorts  #레시피 #키친타올 #cooking,85218
USzPap3oDEI,쇼호스트가 여름마다 챙겨 먹는 비밀 다이어트 비빔면 🍜 #shorts #레시피 #cooking,28963
HMw3UPXLsZM,"EP50. ""이렇게 간단한 거였어요?"" 식당 안 가셔도 집에서 만들어 드시면 됩니다!",96436
8LcVIrKYijs,토마토 계란볶음 집에서 간편하고 맛있게 만드는 방법,11470
tHRknPTSZBM,그냥 소금에 절이지 마세요 이 방법은 다 먹을 때까지 무르지 않고 아삭아삭합니다,108233
KIQfGbLeEsc,"입에 짝짝 붙는 ""오리주물럭"" 한번 맛 보면 못잊어요",17506
Ui541bRilUs,평생 써먹는 가지냉국 레시피,211229
yZ-ufTt5eqc,"식어도 맛있는 이런 ""고추전"" 보셨나요?",231931
SFzDEMoYpTA,단백질 폭탄 황태채장아찌 이거 완전 밥도둑입니다,90575
UQ26h6YkEds,수박 써는법과 화채 만드는법,46227
lbliqJMosoY,SNS에서 난리 났길래 따라 만들어 봤더니 ㄷㄷ,15576
tkwcpfvrTko,너무 맛있어서 2번 연속 만들어 먹었습니다.,156538
D2KTpVr6EbA,배달 시키지 말고 이렇게 드셔보세요. 개쉬움.,153349
pdJPyRfga_M,새송이버섯 볶음 요리!,733975
PAJcxH7-SBM,"아침 대신 두부는 이렇게 구워서 드세요! 혈당, 뱃살 잡는 영양가득 든든한 최고의 아침식사",830550
_9UqklyjFlA,오래된 검은 된장 절대 버리지 마세요 명품 된장 만드는 법,391458
XsIGKnQ2j4U,"아침 대신 두부는 이렇게 구워서 드세요! 혈당, 뱃살 잡는 영양가득 든든한 최고의 아침식사 👍💯Tofu Recipe",95608
2WHSgklqx9U,자취생의 3400원 샤브샤브 소분법 #shorts #자취요리 #레시피 #집밥 #요리,101790
GO2IjvS3Dcs,기발한 깻잎물김치!,48545
o1pdMkgq3Lo,푸딩처럼 부드러운 계란찜 만드는 법!,30078
I7TDj53Hmu4,철판 1초 만에 꽈배기 만드는 법 #shorts,30000
vFooimTe4-E,초보도 실패없는 인생 파김치 만드는 법 #파김치#김치담그기#집밥레시피#요리꿀팁,68605
zkTaXZ6V5_Y,인생 최애 도시락! 베이컨 치즈 주먹밥 #주먹밥 #에어프라이어 #간식레시피,34348
JlyxJrSooNk,평생 써먹는 감칠맛 폭발 소스 만드는 법 #양념장#살림꿀팁#소스레시피,63549
FPf8FgLYx5w,맛집 칼국수 끈적끈적한 국물의 비법!,44756
KpCr9kxtcso,요즘 핫한 업사이드다운 치즈케이크 만들기 | 노오븐 블루베리 레몬 치즈케이크 | Viral Upside-Down Blueberry Cheesecake Recipe | No-Bake,48327
gqXneRLqYfg,단돈 1000원으로 떠나는 일본 여행 맛 덮밥 🍄 #shorts,36997
2OUnLrSxmwQ,"[이연복] 밥 한 숟갈에 일식당 온 기분, 궁채새우장덮밥",4981
4FwEc_R1USI,토스트 꼼수,165079
AzSPy5fwiK8,복숭아 두 개가 보석이 됐습니다💎 내 생일 보석 케이크,25881
En9VlXfLFko,지금까지 먹었던 카레는 잊어주세요,172295
KhC0dLip_8o,라면 제발 이렇게 드셔보세요. 진심 대존맛입니다.,258550
2zoEzZHiZlk,정말 정겨운 반찬 '고구마줄기볶음' 레시피!,1388705
5PznaufhBcs,"제철 무화과, 가장 맛있게 먹는 법💕무화과 레시피 10가지 | 홈 브런치, 홈 카페, 홈 파티 무화과 활용법✨| 샌드위치, 샐러드, 와인 안주😘",16301
lcB7eQbNIWg,소금에 절이지 않는 여름무생채,45800
1_xyx3Ncv98,제발 항정살은 바짝 익혀 드시지 마세요!,56176
bKgytsZoU2s,그냥 구워 먹기엔 너무 아까운 고기!,26874
GFg3uUcO36M,젤라틴 없이 만드는 부드러운 복숭아 우유 푸딩 🍑 No-Gelatin Peach Milk Pudding! Soft & Creamy #Shorts,8873
HjqKFG1yorc,무더운 여름 시원한 가지냉국 맛있고 간편하게 만드는 방법 2026,3133
4LhCcyhXuVU,"깻잎김치에 ""이것"" 꼭 넣으세요 완전 밥도둑 입니다",89132
98BZWkRjnoE,치킨집 사장님 죄송합니다.,107193
eaDCOY0xAzY,5분컷 라면 만큼 개쉬움,49381
Zx071bkj408,제발 짜파게티 그냥 먹지 마세요.,124905
RMDpZ9Ydg28,맛있는 레시피✨,1587823
y4P8UoSXWx8,태국식 계란 요리,1086505
zP16DyPbfqg,이탈리아인이 보면 기절할 피자 만드는 법,60447
hgivhn1ndH0,남은 뿌링클 맛있게 먹는 법 🤤🔥 -#shorts #뿌링클 #자취요리 #집밥 #레시피,37047
HYT_xf0QmW0,갓 나온 따끈따끈한 쌀빵 말랑이 만드는 법 #고양이 #냥이 #아기고양이,33598
306wNT1N-2s,음악 없는 16가지 노오븐 케이크&디저트 레시피 모음 | 2시간 홈베이킹 ASMR | No Music No-Bake Cake&Dessert | 2 hours Baking ASMR,52054
69fEMhk-dks,"런던 바이럴 초콜릿 카라멜 케이크, 이번엔 컵으로! | 떠먹는 케이크 만들기 | London’s Viral Chocolate Caramel Cake—Now in a Cup!",48476
T2-ayMxIfv4,고구마줄기 김치가 이렇게 맛있다니 놀랍습니다,76790
kV_PnjWFcN4,진짜 맛있어서 지금 당장 팔아도 됩니다.,47887
Z46GGGDSm6s,이걸로 밥 2공기 이상 못먹으면 삭발하겠습니다.,60486
K5ORGeliAmM,파는 것보다 훨씬 맛있습니다.,300660
ZfRSjkO9uKA,한국인이 좋아하는 조합을 다 섞었더니 소름ㄷㄷ,40772
CEZ4JoNlKvM,국물맛이 진심 미쳤습니다.,241839
Ri3gNZGt6B8,전국 짜파게티 대회 1등 레시피 별거 없네요?,3997149
UzEWMLBsryw,"남편 주상욱이 3그릇 먹은 차장금표 초간단 보양식 레시피! (닭곰탕, 두부조림)",502953
6lc1VGMypK0,“줄서서 먹는 대박집 깻잎물김치” 이렇게 담가보세요,36482
KedOZE7QSvw,중독성 있는 핑크젤리 만드는 법이라는데,59891
0cdAc9f73_o,의사도 자주 먹는 여름 보양식 초간단 버섯들깨탕! 육수도 필요 없어요! 집에 있는 재료로 다 넣고 끓이면 끝!,25747
S2r2iNBjSgU,아이스크림 쫀득하게 만드는법?? #shorts,52458
ATHhUYPuXcg,바삭한 날개가 살아있는 눈꽃 군만두 황금 레시피,52453
w6VUANEn6ko,미친 날씨에 몸이 회복할수 있는 닭곰탕 레시피#닭곰탕 #남편요리 #레시피,37031
f-kR-R0PUvA,거꾸로 뒤집어 완성! 블루베리 업사이드다운 치즈케이크 Viral Upside-Down Blueberry Cheesecake! No-Bake Dessert #Shorts,13242
iesRLjjjWMk,떠먹는 초콜릿 카라멜 케이크! 런던 바이럴 케이크 컵 Chocolate Caramel Scoop Cake! London’s Viral Cake in a Cup #Shorts,14679
TIl0WRldjAU,가지와 호박 더 이상 볶지 말고 무치세요,338099
tNGU20kDa0E,깊은 맛의 비밀 전부 공개! '된장찌개' 레시피!,1096821
qW-tNJeeKK8,고구마줄기김치 담그기 전에 꼭 보세요! 평생 써먹는 최고의 맛입니다,135213
wI_fI7tOIrs,어부들이 캐비어를 만드는 법,36066
u1pMKR9kmlQ,5분 만에 끓였는데 50년 된 맛집 맛이 납니다!,401813
UtBJxMyyMfA,진짜 복숭아처럼 만든 아그작 요거트 무스 케이크 Realistic Peach Yogurt Mousse Cake! Crispy Chocolate #Shorts,23693
kc_Xahv9CjI,오이지 이렇게 무치면 다른 반찬은 눈에도 안들어옵니다,288661
0wd9V-OWEtE,고기 1분만 끓이면 소름,284789
b4UtoZCI8kE,"반찬가게에서 쓰는, 오이김치… 물 안나오는 2가지 꿀팁!!",1223451
lRUv2lkqdKQ,밥솥 하나로 한 끼 끝!,1862778
