video_id,title,current_view
lXv8mNOSXk0,맛있는 레시피✨,1269684
FyN3-dZjjD0,가족들이 제일좋아한다는 박정수 닭죽 레시피,596026
KjdQDWsulTg,만원으로 만드는 인생감자탕 #가족파티 #홈파티메뉴,1607195
J8xPRuggNB0,전통 중국식 튀김빵 만드는 법 – 맛있는 길거리 음식,1551118
VyZ4SAQDonY,완벽한 계란 후라이 만드는 법 🍳,960987
g0uOrhT_qsU,감자 전자레인지에 4분만 돌려보세요! 온 가족이 매일 찾는 반찬이 됩니다.,286226
ODBkTaqBC-U,진짜~ 고소한 콩국수 만드는 방법!,653120
SJC4FNDYClQ,환상적인 비율의 '간장 진미채볶음' 레시피!,571836
NjEQ8c0DbC0,급식대가 오이무침 레시피🥒 오이 1개 황금비율로 만드는 아삭한 오이무침#오이무침 #오이무침레시피 #급식오이무침 #급식대가오이무침 #오이반찬,327165
8hzrQ2JMJrk,감자 100배 맛있게 먹는 초간단 방법,266230
AenoCYR6bM4,#호박전부칠때#바삭하게하는법#건강한 #건강한음식#집밥#food# #레시피#음식정보,126129
QuQyktvawks,"뼈 바를 필요 없는 순살 누룽지백숙, 밥솥으로 완전 쉬워요! ★",111551
sNhMHPMCwMA,언제 먹어도 속이 편한 멸치향 가득한 잔치국수 만드는 법 #shorts,90687
KQa4yfMq2-M,"가지를 이렇게 만드니 고기 보다 맛있다고 난리났어요 ""요즘 인기 급상승 바삭쫀득 가지요리"" 너무 맛있어서 가지 또 사러갑니다",9452
fIBbFNVVlPk,할머니의 레시피~ 가지나물! 조미료가 없어 자극적이지 않다~,83039
B5XIVEq4zQs,부추김치에 액젓만 넣지 마세요! 이것 넣으면 훨씬 맛있어요.,109176
end-WgHCUjo,와~ 정말 시원합니다! 여름 열무김치 황금레시피,59785
iZW9LmuvTi0,입에서 살살 녹는 부드러운 돼지 내장 요리 만드는 법.#삶은돼지고기 #요리팁 #몽곤 #건강정보,67116
