video_id,title,current_view
43Hij4yVgis,맛있는 레시피✨,944614
sl7ED5RQYqY,"♤ 금일은멋진주말 아무나 만들수있는 우리집고추요리를 소개합니다 ,",1703816
eOCAyed5EAw,82세 할무니 닭볶음탕 레시피,1387830
bP9qcanA3qA,너무 매력적인 반찬 '새송이버섯 볶음' 레시피!,1468756
gytJvejz-AU,김재중이 어머니를 위해만든 초간단 잡채 래시피 #잡채만드는법 #건강정보 #가족사연,928243
7i6Mnz7hHKs,오이 2개 있으면 무조건 이렇게 드세요! 잔뜩 만들어도 남아나질 않아요!  Cucumber dish,444388
ZyR7pwXIxdU,김재중 아버지를 살린 항암반찬 '상추물김치' 레시피 🥬,818462
xd0iyhFlvEQ,바삭함의 비결 2가지 '부추전' 레시피!,1042528
Vk93LyX70k8,양파를 이렇게 해보세요~ 너무 맛있어서 멈출 수가 없어요~ 밥 대신 먹어도 든든하고 살도 안찌는 초간단 양파요리,205957
28y_wdbjHSk,"최화정이 한 입 먹자마자 바로 ""밥 없어?"" 소리 지른 이유 🍚최화정  역대급 겉절이 비법 #배추겉절이#배추겉절이 황금레시피 #배추겉절이 맛있게하는법 #최화정",269366
rvnGlzqmd9I,마늘쫑 장아찌 만들 때 절대 끓인 간장물 넣지 마세요!,400116
T1vs6eaoqV4,"[SUB] 급식대가 멸치볶음 l 반찬ㅣENG, CHT, JPN",115932
AUVmZwWsndE,[미역국 극한으로 맛있게 먹는 법],184801
zAhK8tBSF4I,냉동참치를 고급참치로 만드는법,244286
-6VKBXUvd7E,홍쌍리 명인의비법 매실청 만드는 법 #shrots #홍쌍리,192117
_yEQPz84Q_k,새우튀김 3초 만에 만드는 법,155243
Eog3wkFha5M,햇마늘로 안만들면 후회하는 꿀마늘 레시피 #꿀마늘,146655
l1561aVqbwk,수란 쉽게 만드는 법,140894
7l6-S6CG280,짱맛 젤리쥬스 만드는법,93240
_mL-warAzeA,[홍진경 비법] 시판 비지 말고 '진짜 콩' 갈아 만드는 김치 비지찌개 황금레시피  #홍진경레시피 #홍진경비지찌개#비지찌개 #홍진경김치찌개#김치찌개,85737
fLx6KimMcfo,외국인들도 먹고 반해버린 스님의 통두부 짱아찌 레시피,75868
YjC2HSY3lOk,집에서 셰프되는 법👩🏻‍🍳 #흑백요리사 #레시피 #요리먹방,58356
8eyWUqggaUk,“무생채만 수백번 무쳐봤어요” 5분만에 뚝딱 해서 드세요,26547
q5dmh0aTusA,밥도둑 끝판왕! '대파 꽁치조림' 레시피 공개 | 행복한 아침 1843 회,24467
KPHTCIf9p00,맛있는 삶은 옥수수를 만드는 법은 누구나 아는 것은 아닙니다. #youtube #viral #cooking #corn #오늘도요리 #레시피 #food #trend,43753
rNRowyCWQtM,귀찮지 않아 요거트만 먹는 공효진이 요거트 만드는 법,29067
MEyQToVZxvg,오늘은 여러분께 수프 만드는 법을 알려드리겠습니다. #food #건강정보 #삼겹살 #제철음식 #제철음식 #영양식 #viral #오늘도요리 #음식 #건강 DQC,30989
i8bKaadlA6k,자두 시럽 만드는 법 #집밥비법 #매실 #주방꿀팁 # 건강 #food #영양식 #음식 #제철음식.man,28729
9eWcAXHWa3Y,요리 한 번도 안 해본 남편이 김밥 만드는 법,21849
MpvXALv8HkQ,동파족발 : 동파육의 상위호환? 동파육은 완전히 멘탈이 나가버렸습니다 (东坡肘子 사천 정통 레시피),413781
L2uN0eGWcFc,🍨20가지 노오븐 케이크&디저트 레시피 | 음악 없는 2시간 홈베이킹 ASMR | 20 No-Bake Cake&Dessert | 2 hours No Music Baking ASMR,2171
RitrJjtV860,"섞고 굳히면 끝! 딸기 우유 푸딩🍓 Mix, Chill & Enjoy 🍓 Strawberry Milk Pudding #Shorts",10185
CCyxiS2V7Y4,오븐도 젤라틴도 필요 없는 딸기 우유 푸딩 만들기 | 쉬운 디저트 베이킹 | No-Bake! No Gelatin! Strawberry Milk Pudding Recipe,17942
g9uOBA3j02M,커스터드 크림빵 만들기 | 촉촉한 우유빵 | Custard Cream Bread Recipe | Soft & Moist Milk Bread Loaf,17746
ORSoh3wwJfY,진하고 촉촉한 솔티드 카라멜 초콜릿 가나슈 케이크 만들기 | Rich & Moist Salted Caramel Chocolate Ganache Cake Recipe,35548
RmnihrlY9vQ,레몬향 가득한 두 가지 식감의 레몬 크링클 쿠키 만들기 | 레몬 디저트 | Two-Texture Lemon Crinkle Cookies Recipe | Lemon Dessert,17021
FsMcObrGqkc,"또 집밥 모음집! (수박껍질 짱아찌, 라이스페이퍼 과일찹쌀떡,배달도 있음)",46196
N2JCF98_aVY,"달그락 달그락, 집밥 모음집🩷 (배달도 있음ㅎㅎ)",71396
4-2rIympdJw,이제야 해본 연어깍두기,75492
rte70kTlgpM,여름 밑반찬으로 좋은 마늘쫑 건새우 볶음 간편하고 맛있게 만드는 방법,4278
L8yCLWNP5uw,가볍게 밑반찬으로 무쳐먹는 부추무침 간편하고 맛있게 만드는 방법 심방골,5023
AyMIEZR3PUg,고혈압예방에 좋은 멜론김치 이렇게 담가드세요,27150
_jPD-JPXyzU,토마토와 가지 이렇게 드세요 혈당 뚝 떨어집니다,95005
xd5Mg57D3rU,상추가 있다면 무조건 만드세요,156063
GnxQa1Ra8pE,흰밥에 이것만 올리세요.,71313
aIhKLj-FP9U,SNS에서 유명한 맛집 따라해봤습니다.,44305
jTIbL0-gwSw,5분 완성 초간단 뚝불,138635
c9Op5HSFaeg,맛있는 레시피✨,3802815
pR4vyd6Va1A,5일만에 초간단 완성하는 이찬원 오이지 레시피,675097
GikcRn17pto,흙수저 왁뿌볼 만드는 방법,461152
vCPU4v2ihWY,의사들이 매일 먹는 초간단 아침식사,233503
