video_id,title,current_view
-87sN6x_Z_s,초간단 자취방 요리 장동민의 스프밥,1304611
Nw7gSxPZuVM,당근 계란찜 - 입안에서 사르르 녹는 '당근 계란찜' 레시피 🥕🥚,1856277
Wjz9pOQeWwA,박솔미 딸들이 편식없이 너무 잘먹는다는 당근주먹밥 레시피,3097055
UAS5HFDipU0,단 2가지 재료로 10분 완성! 이연복 새송이청경채볶음 레시피,563189
Q4bb0MJxOhw,마음껏 먹어도 부담없는 성시경님표 양배추 무침 레시피,3035343
uzmYO0AIYuM,추억의 맛! [ 옛날 쑥떡 ] 집에서 떡 만들기,1040777
LcQv9yOh3Wc,"편식하던 남편도 -20kg 감량시킨 한고은 부부가 아침에 먹는 것 (샐러드 1kg, 부부레시피)",704171
K-hvZSBzDek,"치킨보다 맛있다고 난리난 초간단 버섯 레시피! 노밀가루인데 바삭, 쫄깃 기가 막힙니다!",314272
eiZPx11CVI0,"오이김치 아삭하게 만드는 비법, 이거 무조건 하세요",756380
dChK2cPJST8,냉장고에 넣어도 부드러운 콩자반 맛있게 만들기,886843
DBn3Tb-rI08,아침 대신 토마토랑 계란을 이렇게 드세요! 갱년기에 좋은 10분만에 간단하고 맛있는 다이어트 레시피👍다이어트 식단,147538
A-q_tT0yRck,오믈렛 만드는 법을 알려주는 영상,257324
kzZmAkJNhZg,파김치 만드는 법 그리고 마늘을 시장에 내놓는 절차에 대해 설명하겠습니다. #김치만드는방법 #쪽파 #파,235208
xgU8i6_emmw,"내가 지금 행복한 이유☘️피클 맛있게 만드는 법, 대파장아찌🫜 돌아온 부부 피자단, 감자뽈뽀",62976
zlqvWB20iBc,무조건 맛있어지는 최화정의 계란 삶는 법,137659
bErWNZrURWE,참두릅 장아찌 만드는 법 #shrots,152331
wiSgXLD7gI4,식당 파김치 만드는 법 #shrots,87702
LvfN2dIF_8c,초간단 겉빠속쫀 상하이 버터떡 만들기 레시피,66074
KOyFdG2FTcI,향긋하게 엄청 맛있는 두릅장아찌 담는법,46903
b9u20wOwgag,딱 이것만 넣어보세요! 냉장고에 넣어도 부드러운 콩자반 맛있게 만들기,20699
MRnSg9QCrTg,60년 요리한 어머니의 집밥 비법 10가지 (2편) #집밥레시피 #요리꿀팁 #60년내공,67138
mucZFcJGf64,양파김치 만드는 법과 밭에서 마늘 재배하는 법.,46285
alJ63PbzEQc,스팸을 스테이크로 세탁하는 법,32676
1tGUVhyi2-s,볼로네제 파스타 만드는법 맛 미쳤다,26279
B-sPoGVro2U,"""집에서 식당맛! 잔치국수 황금레시피"" #잔치국수 #비빔국수  #초간단요리 #집밥 #집밥레시피 #국수레시피 #음식 #영양식 #맛집 #밥도둑 #먹방",44014
9rfxFJkp7P4,특별히 넣은 건 없지만 진짜 맛있는 표고버섯볶음 황금레시피,32173
t_PUFBP2FQw,홈메이드 시오라멘 : 최고의 기술과 최고의 재료가 만들어낸 극상의 감칠맛 (塩ラーメン),360021
dL3noKb8flw,쫀득 바삭!🍪계속 보게 되는 13가지 케이크&디저트 레시피 모음 | 음악 없는 홈베이킹 ASMR | Chewy Crunchy! 13 Cake&Dessert | Baking ASMR,5702
8QBxOJidpJM,요즘 난리난 조합!🍓💚 딸기 피스타치오 케이크 만들기 | Strawberry Meets Pistachio! Perfect Combo Strawberry Cake Recipe,18096
VZetFm5GWfU,"🌸16가지 봄 과일 케이크 & 디저트 레시피 모음 | 음악 없는 2시간 홈베이킹 ASMR | 딸기, 레몬, 망고, 베리 | 16 Spring Fruit Cake & Dessert",28890
mCiIwBoYeXs,핑크 체리 케이크 만들기 | 달콤한 체리 콩포트와 마스카포네 생크림 | Pink Cherry Cake Recipe | Cherry Compote & Mascarpone Cream,30986
N00P-AlViA8,"꾸덕한 그릭요거트 초콜릿 퍼지 브라우니 만들기 | 밀가루, 정제설탕 없는 건강 디저트 | Greek Yogurt Chocolate Fudgy Brownies Recipe",23951
Zq5uIkh9ox8,이연복 셰프가 작정하고 푼 #shorts #cooking #이연복 #레시피 #탕수육,56289
