video_id,title,current_view
8aaxCTtIfus,미지근한 게 더 맛있는~ '콩나물 냉국' 레시피!,692873
2-MRp5xuMU4,냉동만두로 식당 비주얼 내는 법! 바삭한 빙화만두!,447499
a5NZX_0Bcyk,밥도둑 1티어 계란장 ✨황금레시피✨,654171
hb0MQUiCvgs,백종원이 말아주는 짬뽕 만드는 법 #백종원,428144
s0NoUe36_3o,1인가구 자취생의 피자 먹는 법!🍕#shorts #레시피#자취요리#요리 #피자,331486
qPOuUEfXuMk,-5kg 다이어트 종결! 깻잎 넣은 오이 크래미 샌드위치 #다이어트레시피 #초간단레시피,309330
n96L6X6UXbk,맛있어서 창업 권유 받았다는 미자언니 깻잎찜 레시피,298802
ylLiOjKlkEU,집에서 참기름 만드는 법 💡,208478
IaRgXVbra9s,밥도둑 레시피 애호박 무침 #애호박무침 #애호박 #애호박요리 #집밥 #반찬 #쉬운요리 #김미푸드 #구운호박 #쉬운반찬 #자취요리 #10분요리 #반찬추천 #호박무침 #간단요리,219410
Ma2VCjhtVGo,살아 있는 꽃게 손질부터 찌는 법까지! 이대로만 따라하세요 #꽃게찜,126357
u8U6j_3O9Bo,3년을두고먹어도맛있는 황태장아찌 #황태장아찌만드는법 #shrots,102644
MWhR2H0r7FI,감자의 색다른 변신! 쫄깃한 감자면 만드는 법!,105878
wNDzaB7cWNY,대한민국에서 가장 맛있다는👏 임성근 멸치볶음 레시피,138182
lf_dlPT5DnE,낫또 만들기 1편 하룻밤에 만드는 K낫또 이젠 사먹지마세요 #심신활가 #낫또만들기 #낫또 #청국장 #koreanfood #발효,113968
8KKfBCFYlLc,묵은지 삼겹살 말이찌개! 맛있게 만드는 법! 정말 맛있어요! 도전해 보세요! #김치찌개 #요리 #shorts #요리사랑을담아,84269
MTrXaeBZ8Gc,김용빈 초간단 대파김치 #자취요리,90635
FsfHiIUQ0bo,집에서 가장 진한 비프스톡을 만드는 법,56112
bfwYOpWnPP8,봄 오면 무조건 먹어야 하는 부추무침 황금레시피!,57697
DMuev9ULKtw,연봉억대셰프에게배운예쁜찐빵만드는법，보기에도예쁘고맛도좋아요 #lifehacks #lifestyle,43141
iAsZLWz-Tvk,직장인 쭈꾸미 도시락 만들기🐙🔥 #shorts #자취요리 #도시락 #집밥 #요리,37668
Qr-zSGXWT8U,이렇게 만들면 싫어하는 사람도 먹습니다,132889
FJAcPCykyRA,두부 좋아하면 이건 꼭 해보세요!,92454
PhvDZTq94xE,두부를 이렇게 구우면 고기 생각 안 납니다!,109588
cYf3Uz5rzlo,"(152) 3x Speed 케이크 디저트 베이킹 영상 | Cake Dessert Baking Video | 초콜릿 케이크, 아그작 복숭아, 바나나 푸딩 브라우니, 티라미수",9559
CatFsQSZLls,"설탕은 줄이고 초콜릿은 진하게! 노밀가루 저당 마틸다 케이크 Rich & Fudgy Matilda Chocolate Cake! Lower Sugar,Flourless #Shorts",7334
Ck2e1EeGaPY,밀가루 없이 만든 저당 마틸다 초콜릿 케이크 | 진하고 꾸덕한 초코 케이크 | Lower-Sugar Matilda Chocolate Cake Recipe | Flourless,57483
